"tableID","variableID","stub"
"B27019","B27019_024","Less than high school graduate:"
"B27019","B27019_025","With health insurance coverage"
"B27019","B27019_026","With private health insurance"
"B27019","B27019_027","With public coverage"
"B27019","B27019_028","No health insurance coverage"
"B27019","B27019_029","High school graduate (includes equivalency):"
"B27019","B27019_030","With health insurance coverage"
"B27019","B27019_031","With private health insurance"
"B27019","B27019_032","With public coverage"
"B27019","B27019_033","No health insurance coverage"
"B27019","B27019_034","Some college or associate's degree:"
"B27019","B27019_035","With health insurance coverage"
"B27019","B27019_036","With private health insurance"
"B27019","B27019_037","With public coverage"
"B27019","B27019_038","No health insurance coverage"
"B27019","B27019_039","Bachelor's degree or higher:"
"B27019","B27019_040","With health insurance coverage"
"B27019","B27019_041","With private health insurance"
"B27019","B27019_042","With public coverage"
"B27019","B27019_043","No health insurance coverage"
"B27020","B27020_001","Total:"
"B27020","B27020_002","Native Born:"
"B27020","B27020_003","With health insurance coverage"
"B27020","B27020_004","With private health insurance"
"B27020","B27020_005","With public coverage"
"B27020","B27020_006","No health insurance coverage"
"B27020","B27020_007","Foreign Born:"
"B27020","B27020_008","Naturalized:"
"B27020","B27020_009","With health insurance coverage"
"B27020","B27020_010","With private health insurance"
"B27020","B27020_011","With public coverage"
"B27020","B27020_012","No health insurance coverage"
"B27020","B27020_013","Noncitizen:"
"B27020","B27020_014","With health insurance coverage"
"B27020","B27020_015","With private health insurance"
"B27020","B27020_016","With public coverage"
"B27020","B27020_017","No health insurance coverage"
"B27021","B27021_001","Total:"
"B27021","B27021_002","In family households:"
"B27021","B27021_003","In married couple families:"
"B27021","B27021_004","All relatives:"
"B27021","B27021_005","With health insurance coverage"
"B27021","B27021_006","With private health insurance"
"B27021","B27021_007","With public coverage"
"B27021","B27021_008","No health insurance coverage"
"B27021","B27021_009","Non-relatives:"
"B27021","B27021_010","With health insurance coverage"
"B27021","B27021_011","With private health insurance"
"B27021","B27021_012","With public coverage"
"B27021","B27021_013","No health insurance coverage"
"B27021","B27021_014","In other families:"
"B27021","B27021_015","Male householder, no wife present:"
"B27021","B27021_016","All relatives:"
"B27021","B27021_017","With health insurance coverage"
"B27021","B27021_018","With private health insurance"
"B27021","B27021_019","With public coverage"
"B27021","B27021_020","No health insurance coverage"
"B27021","B27021_021","Non-relatives:"
"B27021","B27021_022","With health insurance coverage"
"B27021","B27021_023","With private health insurance"
"B27021","B27021_024","With public coverage"
"B27021","B27021_025","No health insurance coverage"
"B27021","B27021_026","Female householder, no husband present:"
"B27021","B27021_027","All relatives:"
"B27021","B27021_028","With health insurance coverage"
"B27021","B27021_029","With private health insurance"
"B27021","B27021_030","With public coverage"
"B27021","B27021_031","No health insurance coverage"
"B27021","B27021_032","Non-relatives:"
"B27021","B27021_033","With health insurance coverage"
"B27021","B27021_034","With private health insurance"
"B27021","B27021_035","With public coverage"
"B27021","B27021_036","No health insurance coverage"
"B27021","B27021_037","In non-family households and other living arrangements:"
"B27021","B27021_038","Householder:"
"B27021","B27021_039","Living alone:"
"B27021","B27021_040","With health insurance coverage"
"B27021","B27021_041","With private health insurance"
"B27021","B27021_042","With public coverage"
"B27021","B27021_043","No health insurance coverage"
"B27021","B27021_044","Not living alone:"
"B27021","B27021_045","With health insurance coverage"
"B27021","B27021_046","With private health insurance"
"B27021","B27021_047","With public coverage"
"B27021","B27021_048","No health insurance coverage"
"B27021","B27021_049","Other living arrangements:"
"B27021","B27021_050","With health insurance coverage"
"B27021","B27021_051","With private health insurance"
"B27021","B27021_052","With public coverage"
"B27021","B27021_053","No health insurance coverage"
"B27022","B27022_001","Total:"
"B27022","B27022_002","Male:"
"B27022","B27022_003","Enrolled in school:"
"B27022","B27022_004","With health insurance coverage"
"B27022","B27022_005","No health insurance coverage"
"B27022","B27022_006","Not enrolled in school:"
"B27022","B27022_007","With health insurance coverage"
"B27022","B27022_008","No health insurance coverage"
"B27022","B27022_009","Female:"
"B27022","B27022_010","Enrolled in school:"
"B27022","B27022_011","With health insurance coverage"
"B27022","B27022_012","No health insurance coverage"
"B27022","B27022_013","Not enrolled in school:"
"B27022","B27022_014","With health insurance coverage"
"B27022","B27022_015","No health insurance coverage"
"B27023","B27023_001","Total:"
"B27023","B27023_002","Male:"
"B27023","B27023_003","Enrolled in school:"
"B27023","B27023_004","With private health insurance coverage"
"B27023","B27023_005","No private health insurance coverage"
"B27023","B27023_006","Not enrolled in school:"
"B27023","B27023_007","With private health insurance coverage"
"B27023","B27023_008","No private health insurance coverage"
"B27023","B27023_009","Female:"
"B27023","B27023_010","Enrolled in school:"
"B27023","B27023_011","With private health insurance coverage"
"B27023","B27023_012","No private health insurance coverage"
"B27023","B27023_013","Not enrolled in school:"
"B27023","B27023_014","With private health insurance coverage"
"B27023","B27023_015","No private health insurance coverage"
"B28001","B28001_001","Total:"
"B28001","B28001_002","Has one or more types of computing devices:"
"B28001","B28001_003","Desktop or laptop "
"B28001","B28001_004","Desktop or laptop with no other type of computing device"
"B28001","B28001_005","Smartphone"
"B28001","B28001_006","Smartphone with no other type of computing device"
"B28001","B28001_007","Tablet or other portable wireless computer"
"B28001","B28001_008","Tablet or other portable wireless computer with no other type of computing device"
"B28001","B28001_009","Other computer"
"B28001","B28001_010","Other computer with no other type of computing device"
"B28001","B28001_011","No Computer"
"B28002","B28002_001","Total:"
"B28002","B28002_002","With an Internet subscription"
"B28002","B28002_003","Dial-up with no other type of Internet subscription"
"B28002","B28002_004","Broadband of any type"
"B28002","B28002_005","Cellular data plan"
"B28002","B28002_006","Cellular data plan with no other type of Internet subscription"
"B28002","B28002_007","Broadband such as cable, fiber optic or DSL"
"B28002","B28002_008","Broadband such as cable, fiber optic or DSL with no other type of Internet subscription"
"B28002","B28002_009","Satellite Internet service"
"B28002","B28002_010","Satellite Internet service with no other type of Internet subscription"
"B28002","B28002_011","Other service with no other type of Internet subscription"
"B28002","B28002_012","Internet access without a subscription"
"B28002","B28002_013","No Internet access"
"B28003","B28003_001","Total:"
"B28003","B28003_002","Has a computer:"
"B28003","B28003_003","With dial-up Internet subscription alone"
"B28003","B28003_004","With a broadband Internet subscription"
"B28003","B28003_005","Without an Internet subscription"
"B28003","B28003_006","No computer"
"B28004","B28004_001","Total:"
"B28004","B28004_002","Less than $10,000:"
"B28004","B28004_003","With dial-up Internet subscription alone"
"B28004","B28004_004","With a broadband Internet subscription"
"B28004","B28004_005","Without an Internet subscription"
"B28004","B28004_006"," $10,000 to $19,999:"
"B28004","B28004_007","With dial-up Internet subscription alone"
"B28004","B28004_008","With a broadband Internet subscription"
"B28004","B28004_009","Without an Internet subscription"
"B28004","B28004_010"," $20,000 to $34,999:"
"B28004","B28004_011","With dial-up Internet subscription alone"
"B28004","B28004_012","With a broadband Internet subscription"
"B28004","B28004_013","Without an Internet subscription"
"B28004","B28004_014"," $35,000 to $49,999:"
"B28004","B28004_015","With dial-up Internet subscription alone"
"B28004","B28004_016","With a broadband Internet subscription"
"B28004","B28004_017","Without an Internet subscription"
"B28004","B28004_018"," $50,000 to $74,999:"
"B28004","B28004_019","With dial-up Internet subscription alone"
"B28004","B28004_020","With a broadband Internet subscription"
"B28004","B28004_021","Without an Internet subscription"
"B28004","B28004_022"," $75,000 or more:"
"B28004","B28004_023","With dial-up Internet subscription alone"
"B28004","B28004_024","With a broadband Internet subscription"
"B28004","B28004_025","Without an Internet subscription"
"B28005","B28005_001","Total:"
"B28005","B28005_002","Under 18 years:"
"B28005","B28005_003","Has a computer:"
"B28005","B28005_004","With dial-up Internet subscription alone"
"B28005","B28005_005","With a broadband Internet subscription"
"B28005","B28005_006","Without an Internet subscription"
"B28005","B28005_007","No computer"
"B28005","B28005_008","18 to 64 years:"
"B28005","B28005_009","Has a computer:"
"B28005","B28005_010","With dial-up Internet subscription alone"
"B28005","B28005_011","With a broadband Internet subscription"
"B28005","B28005_012","Without an Internet subscription"
"B28005","B28005_013","No computer"
"B28005","B28005_014","65 years and over:"
"B28005","B28005_015","Has a computer:"
"B28005","B28005_016","With dial-up Internet subscription alone"
"B28005","B28005_017","With a broadband Internet subscription"
"B28005","B28005_018","Without an Internet subscription"
"B28005","B28005_019","No computer"
"B28006","B28006_001","Total:"
"B28006","B28006_002","Less than high school graduate or equivalency:"
"B28006","B28006_003","Has a computer:"
"B28006","B28006_004","With dial-up Internet subscription alone"
"B28006","B28006_005","With a broadband Internet subscription"
"B28006","B28006_006","Without an Internet subscription"
"B28006","B28006_007","No computer"
"B28006","B28006_008","High school graduate (includes equivalency) , some college or associate's degree :"
"B28006","B28006_009","Has a computer:"
"B28006","B28006_010","With dial-up Internet subscription alone"
"B28006","B28006_011","With a broadband Internet subscription"
"B28006","B28006_012","Without an Internet subscription"
"B28006","B28006_013","No computer"
"B28006","B28006_014","Bachelor's degree or higher:"
"B28006","B28006_015","Has a computer:"
"B28006","B28006_016","With dial-up Internet subscription alone"
"B28006","B28006_017","With a broadband Internet subscription"
"B28006","B28006_018","Without an Internet subscription"
"B28006","B28006_019","No computer"
"B28007","B28007_001","Total:"
"B28007","B28007_002","In the civilian labor force:"
"B28007","B28007_003","Employed:"
"B28007","B28007_004","Has a computer:"
"B28007","B28007_005","With dial-up Internet subscription alone"
"B28007","B28007_006","With a broadband Internet subscription"
"B28007","B28007_007","Without an Internet subscription"
"B28007","B28007_008","No computer"
"B28007","B28007_009","Unemployed:"
"B28007","B28007_010","Has a computer:"
"B28007","B28007_011","With dial-up Internet subscription alone"
